,gameDuration,gameId,gameVersion,platformId,seasonId,win,team1_1_championId,team1_1_spell1Id,team1_1_spell2Id,team1_1_accountId,team1_1_summonerName,team1_1_summonerId,team1_1_lane,team1_1_role,team1_2_championId,team1_2_spell1Id,team1_2_spell2Id,team1_2_accountId,team1_2_summonerName,team1_2_summonerId,team1_2_lane,team1_2_role,team1_3_championId,team1_3_spell1Id,team1_3_spell2Id,team1_3_accountId,team1_3_summonerName,team1_3_summonerId,team1_3_lane,team1_3_role,team1_4_championId,team1_4_spell1Id,team1_4_spell2Id,team1_4_accountId,team1_4_summonerName,team1_4_summonerId,team1_4_lane,team1_4_role,team1_5_championId,team1_5_spell1Id,team1_5_spell2Id,team1_5_accountId,team1_5_summonerName,team1_5_summonerId,team1_5_lane,team1_5_role,team2_1_championId,team2_1_spell1Id,team2_1_spell2Id,team2_1_accountId,team2_1_summonerName,team2_1_summonerId,team2_1_lane,team2_1_role,team2_2_championId,team2_2_spell1Id,team2_2_spell2Id,team2_2_accountId,team2_2_summonerName,team2_2_summonerId,team2_2_lane,team2_2_role,team2_3_championId,team2_3_spell1Id,team2_3_spell2Id,team2_3_accountId,team2_3_summonerName,team2_3_summonerId,team2_3_lane,team2_3_role,team2_4_championId,team2_4_spell1Id,team2_4_spell2Id,team2_4_accountId,team2_4_summonerName,team2_4_summonerId,team2_4_lane,team2_4_role,team2_5_championId,team2_5_spell1Id,team2_5_spell2Id,team2_5_accountId,team2_5_summonerName,team2_5_summonerId,team2_5_lane,team2_5_role
0,1180,4540334080,10.15.330.344,KR,13,team1,122,6,4,skmEyzf3h5_QDeDmnSWpoJoQvE9TQZvBpa5oDBp0zOQf,건들면힐씀,atfopdI9RXIZ6VE0SfZ-0ZVitEJlGsaksD0g6XTbBxuO2w,NONE,DUO_SUPPORT,254,11,4,ZuZKae6_lEpDGY0a3Oq47osInLvVVJGdkgr2tLqHrWKg4458DtqbXpVQ,춘계진지공사,IhHMPDijY2IBkfUtBZWpDX6z9aykhglAilDXLQbRIfhBWKg,NONE,DUO_SUPPORT,523,7,4,SlecBthOhWROPvctZa8v7irVgggwhSzdpqhnuGmipdO5TlxiKSRXhKBt,버스기사남,9feIEHHRrnhtfJEGhWAFqFHiuuBhC2Cw-M_M9GxQTt99OX0,NONE,DUO_SUPPORT,82,3,4,2n3d23quvpBag171s3F2fcO1ZX1G9e3yAEzxDPSaX0pvN2m6LiyEKimA,짐승 ad,F8k9eUrWb7ejt0Zlr8ijGUyo-5B0RCHZQ-AuT5nD7dFdhxg,NONE,DUO,30,11,4,EYBBw4hWhAedjm7IKLZifLP1i3RahMwQELXrGqwwuCsWuPU,귀염둥이채영,jY0CPjdUYj1uliKyIxL_nLxY_0xA1dSUfpUWyhSOJLPftes,NONE,DUO_SUPPORT,54,14,4,afcxCl2Ywmik4n7098mon1E91EIAmsd27PmgsVBU5aA8fjvbHG-flk2L,고지방식,eiWmYzgLETx0ENRwxpeN6oNI-Kd6yOY8s_4CkNkeTPVAPN4,NONE,DUO_SUPPORT,72,14,4,XDBOVqD_ya9QE0sw_Dfw8r4OBTamGcA_gGgfBJ3gU8cB8nI,안녕하세기요,3Ytiy13fEBnV8qX3VLI18T6T0ODl5hJ_a2VV8wpJ6ko8-RQ,NONE,DUO_SUPPORT,103,4,11,uOrhEab82Lt4FFwwpbGqJgpREoPTRiXk1Sw40f6h3Rab,VladiGun,swYb6Xk5fnCruMWUdd0oGvOB0tmNhAOR-1AHJPfzriEjYg,NONE,DUO_SUPPORT,64,14,4,vcwZRwWzFfR0FD8-m5CznGqzfYG9CHxd7Dmf7vyEJVMQnPs,다된밥에 지민,HsJGPjd5tIgdZ9UPfE108E2sxJWXEsfkuc-DVz-cy9N2q5c,NONE,DUO,99,11,4,jbKUsmNBhEN9DsV3DS9e56bznSN94kos7SExq7oPOE1G,리그오브론즈,VUA47dija8qsGmHIjPUTVdC2HAzq3D-0M2Wnte7MCTo1WCk,NONE,DUO_SUPPORT
1,966,4419747843,10.11.322.2991,KR,13,team2,81,3,4,lwlM6M1zI96i-MDN9zOq8LAwwe3Eu_MruoHimdRCqVhPX0c,lajiao lieren,rXl6YllMoHroKIFC1HdHJ4ABQQT-6pocBw3PLykowwL7OL0,NONE,DUO_SUPPORT,555,14,4,xyAYPF-0GylON7IZsz5vgqmSB1H6N4SLBeaIHmnLBesVeME,준승이,1pF2oE0IAQsSH4SIM8FKrwgz7fAsYReoO-aQmK6tXhy_v9M,NONE,DUO_SUPPORT,76,11,4,PoqoPJFXl1uQmZHWrQo2a0Dd26PPmYhxD9wx7bxCUXNzs8k,마이티베어,xIvHtrcSXdn6LyxrVGkduKyFtvQZzf-12_I2r_PIrLzE1mM,NONE,DUO_SUPPORT,39,4,14,6DjktIGKUP_qALjHqOcslt0cXzXO29UUxezX0xC4EKLg-3Y,edgeeee,VSKLY3n7cxYTQlkwDJLu892_nqgWFwZ1CEiPaypgFnXE-7c,NONE,DUO_SUPPORT,57,12,4,9AnbfXtwaFOsCxVFbF6DAT4u34Q7g_QnDqUiz7zRSla2QwYhumtWikqg,깡충깡충껑충껑충,viVDNa7gMOTZUwOZGoc_OeJHnDQ-D_bHo4WUECJPmYrDA0M,NONE,DUO_SUPPORT,141,11,4,4kJ034790p40qjJw0l0M-2Yaqze_vhILT4zHvE_zpjE,병권좌,_6B-E_Va6Z4204FiD9qfgmGKS5XTZJx020s5AqOtuC8Y7w,NONE,DUO_SUPPORT,105,14,4,Zz8v-bs3RV1z3conBOLP0iPx6AC15N3CqyqKMjawsn6pMUhDD9-puyMa,Mango Fish,E498q4DiXzbwfhI_kIkltEkXRuv470KHeKmOXbstndBJgxo,NONE,DUO_SUPPORT,145,7,4,BqQHcccIAt83db_YqtpPkOLGaOZkM-fXcF9coiFGpbS-6cDL1P1C1Um0,초보원딜러,6fFheA_bwAxLoXWZDosD5_Pzz2V_zIy-uL9ANNTjp1L0Wog,NONE,DUO_SUPPORT,412,14,4,jEpCcGbBwwhtFK6gY12xUMEcvzB_MiM-txiFaEObxDJc,일 편,H-3XzdQ35WSutyq3UIw8Uw-BPG6OqiWQ2O_Kc6QmXFWxzQ,NONE,DUO_SUPPORT,82,4,12,Zm8wRWxZ3iAA7LSBVitvVzoRtMwGboQbYGEJtCFi3o_f,Poison p,UzKEgc5JRAT3PkJ5LvEAjqrG2irEQlloVyKiNhMWVJwRqw,NONE,DUO_SUPPORT
2,1226,4396417028,10.10.320.3039,KR,13,team1,111,3,4,b8wjeqHhxouEJIRM30FrD15E7-3xjGC_7MO94xg-5M5wbjE,써 웅,BWxmCN3A3HLZqgBFz-kBKuXQiknz25_-E9uL-qtYmTRxE28,BOTTOM,DUO_SUPPORT,29,4,11,alcvCWauaSj66knLuv5ZhYGuiFtqR2ijTmHYWaIxrYp6FdrRE17zeHxT,쥐배자,wBnq7dvKye7OtdoVnGk-VzmBJd7MdX_kUcttrwjtFoI4sMM,JUNGLE,NONE,26,12,4,Z26s5GVBkM68-xklS4-v71FQlxcigA3SkbIUtUgQTIlB,시계선생님,VL6NOXsp6I_zR679BViQztcNFhP_cJgv4w0P26_H5MuG7g,MIDDLE,SOLO,429,4,7,pxgy-fiiJbrc49oCXfFtTbQVO8RgKCDIv4O7bO5fIn1yn1sHS7ddrySh,북경 올림픽 유치,rc1np9VGMAd5FUFcD2MAopvRCUw7im55vDSbNodwWDri-4A,BOTTOM,DUO_CARRY,13,12,4,GbOKUlXQ_T184jCo5zT-cX0oS6Scauw5mwu4XPHnI1ZXWjU,sryking,nTXqTaCkD5xttbHxyLSI4DLyb_0JCg1tiBtcjpBknyv6EVs,TOP,SOLO,421,11,4,LTTLsVBgStLvladRPBa7tk56qeju0dmUCB2X4yLeBryHjNs,IlIIIllIlIlIIIll,uD5UlYaoCeJKppTbovWs6CExQ_ATK0k_7wDKFLz5qapOQ_0,JUNGLE,NONE,142,4,14,3ekCTAzLu6NPS5e0oDstvP6FzGMGxaYCQOqgRYgzKjXQGw0,HLE Kawit,BBw6Tg9PJX5TeMNFk4CW6Yd1LM7Fb5qilyjvh7kuouGDa4c,MIDDLE,SOLO,412,14,4,1TEiEjGBZgq-RJwGbSa25pzJuRhAS1fsK99BvPC9n0xFm1o,눈에띠는악어,_ikYr32Wuy5qI_gIElBLOLjR2eaz5A0bXxIjytRfNrA-Csc,BOTTOM,DUO_SUPPORT,119,7,4,kHmSiN_terBnbVw12_g3LdtuW9-wypMMYamU730S3L-w1HI,침묵 의 꽃 미남,4N2CInrpS1Dn8LrmJKnHIL3MtMlLVD0BFQNmicDcUZaEqdo,BOTTOM,DUO_CARRY,2,12,4,xWx2ie2VEDYN54GtSXvcPYt0K2QixUi-vni4z6QQRTzrFlLHpAT7z9t5,김독기,hMIM7dz1Q7Hjj0eGQbpnrqf4lFRRNhwVknjgzERfUhYKlRQ,TOP,SOLO
3,1802,4481351685,10.13.326.4870,KR,13,team2,39,12,4,ntMVm4rUnE2afwFhI_9HzAxlxwszkBPHHzfLd4bqX2f-2y8,크레수포,MS32UrMGmJ6UWgVUVA-QlhBOlxei4s17988TDIjIUUFLkjk,TOP,SOLO,81,7,4,YQyJO7ajmE0cs3tSSgJq1PgwwMoQzBuhvigwwrfSpMWt63kfU5QXY4gS,양혜원숭이,3u56OsTBej8fsMNBougPFWSKytg5TztKmtLj2zyg_l9dxas,BOTTOM,SOLO,40,14,4,4ofApKMgi7ANtOFAuvTV16xXyB0OrUEFEKAbHdAACgoczcY,철원타임즈,HNysOvuxU9kPyC61yuU11-NVGtQvUDHd57hrWZTlUj8TE3E,MIDDLE,DUO_SUPPORT,32,11,4,_hgt7NSc3xxDnShqkadNjc39l5j9xs4SF8mtRBObI2Gs,930713,cpDujnM0-rtWzf_qAs6ncbUzthVnxZgCnajgMtDp78wLfc8,JUNGLE,NONE,80,4,14,0Xg8IaJW96TSxY3sOLRRq7AT-uY8pMM-s7xK-NMit_6doxu3fjfp4fjz,JustLikeManSikAF,u-iXJ-fMXMWwgh4lmF6iB1C2zWI85QSlQbDfeB4HKKuMMvM,MIDDLE,DUO_CARRY,412,14,4,GNLJq1Y5R5398uusOt4RPJUUBB6YUox2n-Y3E_4NsSoMops,아무이름이라도,G_r0_5S8WgF0iB7oa8gZblUyluLKmRZOoTnJz3o_cD1CWpQ,BOTTOM,DUO_SUPPORT,246,4,11,AOOeF6YH7K_rm8MT9Xr3SW6YrdbkzIuS8ipf5uWTLNCs,Kim민호,XHEhACoKQb8fDNErLmW53UHSvkoc9iM9AgPYpHkA9FmuGw,JUNGLE,NONE,3,14,4,u-KXiFRqIH9nvc8had4Bt758KMt0BIFqDDlNI5c4wieg,마이입은My마이,1yf6wWxWmVlvLImd5Xlg3ENtRYqLMK_0pOCQpGTpWeOCLQ,MIDDLE,SOLO,429,7,4,UFWn0ruiwYjPTdW-o_9I6cBpMzi-uUcVxwB-jKUrfkk,Ceaser,9wAAD3lS5GJ-N6ftU9BQCZeyCjNcLDURjphw0j4R1ZkDbQ,BOTTOM,DUO_CARRY,98,12,4,EDLaYpT-3j9tWuSqCuDXZSik7-fYBOxnJrA4mQxeBVm0,타 야,4QYRb-0RTafE8ZZRbq4bRZkgxfFokzfuSSMNmCaSDYx0Vw,TOP,SOLO
4,1605,4462477317,10.12.325.6222,KR,13,team1,43,7,4,4s3BMb3phZM9B2iQsdWccM0ifCEx0FWah6AcpcSQ6kbOxl6YDhv0NIII,Savior11,G1vi_HPKwbiyqWRve7578aSQOB5g23gfuE2kUpafG6XLr_A,BOTTOM,DUO_SUPPORT,104,4,11,e0nPgSkwMQPK4De_7LolEDUe25xSVdAXn0lLz3_HEwsjtS_tkip9_zsB,meiyoutuilu,UNqqZ3gIIe9q14T6KxjZw2CjbPo4DGsm7x92dnbTL52wRfI,JUNGLE,NONE,110,12,4,CIJRnBLvkTXiU5v6I2pK1vnyFtcGWXPlobq7q-XIj2UOqmRfb0m8kU-x,Gen G 무,KIhJ1LhNXuZUk9csuUdcmA6hFmvJ8NHroxgm-0gqJXCFLt8,BOTTOM,DUO_CARRY,57,4,12,Hkm3L6mP2l__IJF3VO9YEjyA4kjlH5xW9nAVJu0bUTCdT8-APexHRCz7,qinyu,XsfsUDy62tjVTAWXm-umYPTF8h7XwFL2XTM2Akd60UzM5ho,TOP,SOLO,518,4,7,1obHO2Y4DAZlobK7396eUH3-L85RjjkWHANvsohiOaVti2YgnIoV8h2m,wohennangu0,zIHvAi4E8ZKpdMKsyY4nqFZ6tO4KesA7go4W6Nu2FeClxwQ,MIDDLE,SOLO,136,4,1,bx7B2S0Hmsa_xwlTgZ1RjVkx_T8IjcJjmsIJl2DrAy7T734Qq35gFLA1,chixiaoyubaby,TzA0tGXReY2ycgW4i8Zcr9LSLdsLAwi2scv3O2NZvFvJS0w,MIDDLE,DUO,58,12,4,yVabY_M51IVyZzBv0IEYDleZ4kyjj7FcsyzL-getsb_HL9zzLpBjvQGZ,IlIIIlII1,xzu-bj-w5puKLOijZNywq7e5YwtaKMviRVlNr519UhONVYU,MIDDLE,DUO,235,7,4,DiHigDf_oIfbzzdfT89wGDuyjnaGEahHHvt19mlK8LOh_6o,ad1919,p-1BTtnchiS_DKdmJTuw2JHyVD-iRW4Z8qmQfZfgH2epSfQ,BOTTOM,DUO_SUPPORT,223,12,4,XHgax6lad7v_4Jm1pUVGnk9Pc-6S3_XyBdQ0Wu9RAwPUDnY,하한결,5bZWRX0vqsffAq9qnaCX1dL9oxaRB2RLFWBzLWWb1sSAyvs,BOTTOM,DUO_CARRY,48,11,4,kB_phhrZNSznNNGxuktDQy4lLvQZICPp6GGhrcQEC4P36TM,뭐하는디야,X09sa7gBK8L4EvDXT_pJvfxgtjZ4Nl9--tzxP5cDIA49poI,JUNGLE,NONE
5,1890,4422369287,10.11.322.2991,KR,13,team1,76,4,11,KpAFVpHvFMv54jrip4fLiX5k4dKvZNrclcXfMG22xFGXKH2Vn2Bjv2nA,zybcxyl,R7wiLSaWbLegAnI3GZr_122ihtKAf1nfn5Wnphy2VJEUx8s,JUNGLE,NONE,62,12,4,dF5a1Xd-T2gNFbP3EiH6q3FSPVGs1wPx2kL2_lTf1j3Z,세라피컬,HKMuRmUYmBDdgdNB0VuXdarO8QGSyFbCbTJNI_YeooRiBg,TOP,SOLO,110,4,12,VT8NhSzELNYINhObS1R0s-MB6_0fzfyqmqnwzBQH8i7EGIPuNy_JWiQ_,sdasf dfghj,1q0plVLR3-_6lqd0jvT6i0P4x69IIdjBgfG_W6RWMUsOYWs,BOTTOM,DUO_CARRY,412,4,3,1IqTnBP4tRge3NMGAQqqO8GEjhf6zqddUE_UnY7kpY03yGr069E-ZvaW,블링크는나야나,Qv6ApC1grFOfmmtbYkezQ_5B25xRJRBj3B4i_TIDhcpaCqI,BOTTOM,DUO_SUPPORT,3,4,12,fANiMgWZ4i4heJ3vddXpJEAZjAKH9BBtwOFB17jL8XOfeTs,Kiirito,yxbO3W0GPJeqXq3Xzo_h_IHjbjNMhpQnxn7681wiaz-FC2c,MIDDLE,SOLO,28,11,4,4V3UtD16CRopF0LVzyb6ENeaBMdJ8_pTDmwjulyeMA1Q79w,DRX 홍창현,CtjYpShD2m59Dx2O7xqFy5GBzWhkr7SExdf7f7t9eEInBts,JUNGLE,NONE,236,4,1,6DjktIGKUP_qALjHqOcslt0cXzXO29UUxezX0xC4EKLg-3Y,edgeeee,VSKLY3n7cxYTQlkwDJLu892_nqgWFwZ1CEiPaypgFnXE-7c,MIDDLE,SOLO,53,14,4,9sNVO_71nNzqhwINAYzE4b_bxBSmhKUolaqC4O55pLVWmDg,일념천국,tXidZ7xJXGeFmoe1JUyVeXanXSs4hNeAgNybjhuZzmhihBg,BOTTOM,DUO_SUPPORT,875,12,4,VuzqQI7oZMPbC7fqXcIiTY0J8wd4O_HVgRZ006Zfuumq1Mg,BLG ADD,BaUE5o6QNTmAv1C4kMoiDFpKOjGHh_MaG0g1PboX5WubkpM,TOP,SOLO,145,1,4,SaEc2nYldOezVNQO0PN7yUpiFgvu0f6lVjgbOQN4jLcVypDfQbWp_ZJZ,바이올렛에버 ,H5ljw0u5DbDlM3vW8nB6_NEkJjOr7HrB8E3o-hUjtBTO3kA,BOTTOM,DUO_CARRY
6,1314,4539023370,10.15.330.344,KR,13,team2,99,3,4,DiNa-JnZhzSZPWm7Z1U0BTFh0IZjvXKaUBEeKaDYdz21EMCTovcBZ0Os,종탁이,W2I39Vpqdp0VIiLz0TKQhwe5J__CzrZqwPUuQHcYavNEiso,BOTTOM,DUO_SUPPORT,51,4,7,KDWWEhaBbSpgavAImQd492ZppiDaXQ4-DD0kqiKduDdbuTkHoLKieOYR,BIank Space,tGQFkkAEh5XdLmWI9VhrXg4s--33xgFa3czJLfXq3Pnn6F0,BOTTOM,DUO_CARRY,60,11,4,3uBDOvjbOu513vkewIZLz83NvnahsJWGzJbaLo545Cc25zGO5e697Aql,ke ke ai ai,ZjJNz22X8sZf1ZhjMrUjknWMGIdESE6UbbL40Y9y7Y5oN4Q,JUNGLE,NONE,3,6,12,3Q9A8paTE106RCnHZnNqiEnf64Jn--dhYY7hIv4AzJA3LP0,xzl존애디x,ta1XVRWB2AdPCxH5Ox1hq0unpsbjGODtSAdz3oiTLoTu4hc,TOP,SOLO,246,14,4,G5Z9eiHi4kiO5QAh0jDmgwtZ7F9YGWn9oj6LYbNiHeqWFSo,손민형씨올라프,StDaZJaDKyX-zGz6g3n9zXN-MX7TZouAfrDekVH8jQusOcU,MIDDLE,SOLO,104,11,4,FbQUL_IAwd1XNmmkkBQzf0NFzQgXpLvbeMev3lSjc5JPdVRzK5WdfB30,사우함,BojeZ1hntyfLlcRfEJf75nXCDBpao7GZoJvTH_gvTKVbHHs,JUNGLE,NONE,555,14,4,fKpD4deJ8CzL-fTa4zLyZxdjCs0z0WirOR4jpRl-_HNYcug,xxxxxxx1,LSrEEkL-DqMFqKgXcbKcmhIeH4vv8KtfLyuqWq2Mt8RVWvA,BOTTOM,DUO_SUPPORT,61,4,7,LUeShRN_VXjgArxls4D5klZ4PtxZk61u1TbZnytnZnU-xOwVpapK7HUx,Re0start,yBwxOlsCDkIaNQm4cStASAsuIzBEKtAvshT_Txp6vg6QhJg,BOTTOM,DUO_CARRY,164,4,12,92WwOFLMd-NF4unQRkaglvvqCnM-ezHUw5pb5XrOUR8kfM8,우싹씨,539uDEJONQrzV8s78ihCsrDnACGLZVXqiVHwBR77b009e9Y,TOP,SOLO,134,14,4,_doGXdA0uTvVLLOFFwSn_Q3JQiugM0zcmcZ9xf_rTxcotcLywI7omJJi,hy2rwt,mBnUq99IHGl6EJVFnLBpAFpn4eO7AbCOsfd7w8AKLedyqdc,MIDDLE,SOLO
7,1420,4467195917,10.13.325.7485,KR,13,team1,164,12,4,K0iJ7BPPcKwT5zR8IDpAb8fCKq4kcUEKqU2C8vR9GZD6IWb73YbDBy9c,huntiand1,i9epicwu9SpyNWsnhd7EEo2OVQ8ywxn9eWkEe7dIodqLvcA,TOP,SOLO,3,12,4,v11n9dORSkm-dQdtPHJTQSo9JTg2myZopgkhjdap0wXt,Iove galio,b5pmhXFLQw9s0mDUZbs1aPmcN5a9qIO_d7q5eqWvU9jolw,MIDDLE,DUO,350,7,3,GzARUm_SBQS3SKpmmN4C9KCRTOY2QEyFjX9v2DxS3JmD7-s,호잇이,_qGmYMUli_kCB-qf-dCbXV99RdycayzZlDvNuk4kHbf-jmU,MIDDLE,DUO_SUPPORT,104,11,4,KZs31swuqwIRQ1M3N3Dsym9zXK1rYm0DmZMZ6bG2iKMisjnp_T07F1WA,Time will telli,UA21RAOi9IadcOjrHx1grS0DRoDqgDJe5WXFNy3EkWEJZcs,JUNGLE,NONE,81,12,4,bcI_feC4gU_IDMenEoa2yLIgAXHOsl5sWbYn_dlPiDl4nto,SANDBOX Leo,Vz0l5mRyDuKuqC0-SvJpFWgkm1LNCqLJzEBGbKfpxkNmwSg,MIDDLE,DUO,245,4,12,ON45tFp4SkRwuvjXgMT_FjaX4ApRVvcHVAOPbtRpYs4AbjGkdK2vooZO,biandishilaji,d7JPSHYUcFdyrfKV6nM1CAEYuUT9ZhF7BjR51axAoMsZy-c,MIDDLE,SOLO,421,4,11,TS3LPobtQTS1C0jCTCGt6p4zY1n1ROQnwmGwqLlpFoX7-WI,qiutiandefeng,pF7BM8XHk57ifb4aQGJ1-KGhHzzhuyBrwo63WbJe-aOGebg,JUNGLE,NONE,119,7,4,de-VZdkIKp-G34IZUqIKvN_f4AucUMztYR_zGtqeyYRpRL7SMi58sEkH,Da Su Ke De,KwIhrgOYLolAoMrzfjHjsYIogS1zG31UJP9Czn6Jor4MOA0,BOTTOM,DUO_CARRY,266,12,4,-ajchPUwvrMXyO6mz1HeMJE7MAXS9Gx-_cX4dXaAE7rWzIo,HLE Mireu,ZR2zGagsSX_U5Cf__jFmmRcLim2tDrv67JusoyV-_L65AZs,TOP,SOLO,412,4,14,9zlWCBi0WgkuwZ9flX4qy6bO-HaYD3_Sg3uF4PWE7k8Y_RUeShHDvIgV,Yui9,e_ONHShKyuyCdMgtACYtja6qgPL9LNPJcWEQCkkWkvJ-F18,BOTTOM,DUO_SUPPORT
8,2338,4532469773,10.15.328.8759,KR,13,team2,121,11,4,y6GanqChLRdxiB9KdfqQgaC_iZVhMKh7XTuIqDAixkNleyg9bnGwlNQp,tiancaipaidaxing,YY-6xT4PWULs36NcFEL4_votxIySaXEF2mn-vmGlY8VVBN0,JUNGLE,NONE,3,4,14,s6Tl5L2UxXU5Od0Hpdo3dPLIiQBq3oSSQ4l_NFyRm7mw0EebgBSMVeCY,미안해 내 실수야,kii3DzMrLPOckAaB4N7r-dweRatnzYlGnU0jLQyNJJBa7Fc,BOTTOM,DUO_SUPPORT,126,4,12,vWuGc4bwRAdznD_up8GJYKudV2_jAoqKsB9KF0_ZiNhAUsWPrToQehOd,Gen G Frim,e6V1EfpQXDkyLcgq0OSlJSoPk9qVZTpStx4rDv7vfewFJDc,TOP,SOLO,119,4,7,TLJMr5tyrxfDjgaQgmsPuRfaEaW2QgFT9TgJQXkr2fW91gBIFewxNY68, dogdog,uyGIARvZG6da6wHryeXsjrpqjFk4lnS4eDO4cflB1dn5RA0,BOTTOM,DUO_CARRY,84,4,12,Q5QnY4XWZp85OfHClOkW5xe4ILdWOA4vlnCjVYD4Q6vJGuo,Ereve,QYBHAx5RGf6z4uyFMf70JtEqS8xQLGk93FKSLkxGC8TPl7A,MIDDLE,SOLO,875,12,4,Q6iwa-GI2lzz4ulwxRag8r1_Jsq4ddxqbR39dRGge9LP8ZdJNJYq4WJ8,94NiaDzzz,COvQ6IBDxUFVnyQGDSovb8Xx9hJ_9Y3xPevyArTAjWTgiL4,TOP,SOLO,60,4,11,Jnu-kFVlw-decSAguh_DwyN_7pXf0QLARvti6LZBiygPn04,래 뚜,yZhX62rgYdpP2DN1gBcO84DtAxXuJZTQSbEALqfDV5Cpy1o,JUNGLE,NONE,16,4,3,b7YVEX4nIpuCvK7QGC87Die_qzo1lPZySsizHaEmxybv,외쳐주유소갓라카,YA8OiFdiekU7GJTx6czQnDW5agIekBbx0KLd-F6bym1inA,BOTTOM,DUO_SUPPORT,51,7,4,fYhuVIlU3R5jtS49KqnyQNt49_4t9G0BiYGcSHxt4k8PoW1qy1T23UmO,고조할아버지,NA9XT61yDEX1wTfJB5-p0kyAp5M1qX8MFNfs9JhaPx9nchU,BOTTOM,DUO_CARRY,80,14,4,YHe4fVretJilREBBMsW2VfYYolFu6el9wTerDIM3hQ5iX1I,W00sung,nXIXnFmfwWLWfMe8nqbenuVgQ3qrlt_hSvb00V9Fp5tHGIs,MIDDLE,SOLO
9,1243,4453564429,10.12.324.5925,KR,13,team2,3,14,4,kO_wBiRF2_X4Ph52rGbNIG-QnDghioMCH8Bx_Ov5uARdc6d1121UTSzn,참깨빵위에순쇠고기패티특별한소스,g6FCFOwX3A_-l8liB5Ac3K1FJYUwOgVX2dorMSsuQRbGm9g,BOTTOM,DUO_SUPPORT,67,7,4,Hm7EVrsv0zzeOHhejYUVwucpCG9v3Py24r5QYYs_ynXqJLw,고기랑쌈무,ICy69V17jPSC2ZXoSWcbgiFjz7w1f4QxytqV124rOatRVCE,BOTTOM,DUO_CARRY,157,3,4,GWwvkdJp_QhZpJKI5SAgWGkZvPWR63xnSDxEa4iGX5irAwA,BaeAn,s4NCbHIaqUsqq1waN25GX1KUvNLIraIbv2NOL0wDrLkfW4Q,MIDDLE,SOLO,79,11,4,UB5MpmOljAzSWrQ9_XgJqm8qHWiFEyG_NuyKegUJAabQvy1NtkYm3jZp,나는 잘수없다,Rrbv9aMXRNZQsrZ9gGyLqbFbJ-qelfZHty63qiXA168ww1k,JUNGLE,NONE,266,12,4,KUNn1XoDP1Un-yIk9otm4Q0O7AtvYQIzIxLjJdZ6iAIwdrs,숨만쉬어포밍뿌,31U9xw2OyU09MWi24bRAEnLgnP42aVBjKt1Deh1tLU2A398,TOP,SOLO,21,7,4,XdlZSWRjB4IakfyJ7BWmi31Wmaai-iZLh3-ilIT5Yo_N,껌씹는 데프트,gBjg9qSvuKnclu5qPCn-ZDs3zQrD7jNAXfFHtej_OHOwrg,BOTTOM,DUO_CARRY,80,4,14,8MetfbLxQyFQpvOl1D9ho7xzTu7QBUQ-B2KN7WZ-HPv46cS-h-a5TAZN,이태원 게이엄마,WeLwLDaWjFWmzPX35_nZzuLQs8pBIj1AHiBxw-n8mxK64-8,MIDDLE,SOLO,875,14,4,BUoKQF4hU_9sMLM8cuzQetV4hlDKBlzouItY9-C296a-b-c,Keto Base,Msxl7gLLTrNzENeANm6t-GYQf3FSKf8gNQ0WJmO8Kn6OsUU,BOTTOM,DUO_SUPPORT,120,11,6,0x0UKjsZfHQA9vibNHu94xNQMpBC7qsSoPyaQCyK-2Vit_pkFWxsLp8b,병나나,8i857bWCjdlcbnc5wmMRdBg8TNJGRwT_LrAef-k_ncf-HDU,JUNGLE,NONE,62,4,12,rB8tw77FnEAEnLeOqAopclLwPqbv0EEP_rdZKFAFKgbp,RTPOPOPO,pSYuYMRl8wSnFFLa5JVbrohTNExzrxxrXLLgDtO_pCDOiA,TOP,SOLO
